zip,city,lng,lat
1703,Schepdaal,4.195149073,50.8363077
1730,Asse,4.180437507,50.913594
1731,Relegem,4.279026593,50.9019808
1740,Ternat,4.18341714,50.87155835
1741,Wambeek,4.164637248,50.85672975
1742,Sint-Katherina-Lombeek,4.1535568,50.8726659
1745,Mazenzele,4.1717632,50.9428791
1750,Gaasbeek,4.1888025,50.7998923
1755,Gooik,4.102984067,50.7979738
1760,Onze-Lieve-Vrouw-Lombeek,4.1119573,50.8220387
1761,Borchtlombeek,4.136914865,50.84817805
1770,Liedekerke,4.0860754,50.8711313
1780,Wemmel,4.3108723,50.9145955
1785,Brussegem,4.2658869,50.9277713
1790,Affligem,4.1174675,50.9035063
1800,Peutie,4.4551981,50.9271744
1820,Melsbroek,4.4758811,50.9170725
1830,Machelen,4.4353614,50.9124219
1831,Diegem,4.4365042,50.8945555
1840,Londerzeel,4.299072942,51.0122466
1850,Grimbergen,4.401373263,50.95030565
1851,Humbeek,4.377759928,50.9728229
1852,Beigem,4.3638682,50.9527061
1853,Strombeek-Bever,4.342355502,50.91096285
1860,Meise,4.3287322,50.9341625
1861,Wolvertem,4.3085198,50.9510266
1880,Kapelle-Op-Den-Bos,4.3599725,51.0131904
1910,Berg,5.1521172,51.1695659
1930,Nossegem,4.508102595,50.88499735
1932,Sint-Stevens-Woluwe,4.435993971,50.8662434
1933,Sterrebeek,4.515743844,50.85395875
1950,Kraainem,4.4691371,50.8606105
1970,Wezembeek-Oppem,4.4871796,50.8440554
1980,Eppegem,4.4556575,50.961429
1981,Hofstade,4.504252661,50.9939033
1982,Elewijt,4.507563892,50.96953845
2000,Antwerpen,4.3997081,51.2211097
2018,Antwerpen,4.3997081,51.2211097
2020,Antwerpen,4.3997081,51.2211097
2030,Antwerpen,4.3997081,51.2211097
2040,Antwerpen,4.3997081,51.2211097
2050,Antwerpen,4.3997081,51.2211097
2060,Antwerpen,4.3997081,51.2211097
2070,Burcht,4.3416362,51.2028046
2100,Deurne,4.469525409,51.2115284
2110,Wijnegem,4.5225318,51.2270761
2140,Borgerhout,4.440389506,51.21029905
2150,Borsbeek,4.488953,51.1928907
2160,Wommelgem,4.5238022,51.2031044
2170,Merksem,4.445340164,51.24994295
2180,Ekeren,4.432287078,51.2842045
2200,Herentals,4.83464461,51.1855514
2220,Hallaar,4.719112072,51.08755725
2221,Booischot,4.7692868,51.0471677
2222,Itegem,4.731894345,51.10403005
2223,Schriek,4.4361161,51.2907379
2230,Herselt,4.901808003,51.0554081
2235,Houtvenne,4.801293265,51.04605145
2240,Massenhoven,4.635692468,51.19902125
2242,Pulderbos,4.70338521,51.2257319
2243,Pulle,4.697544528,51.2011609
2250,Olen,4.8597257,51.1438611
2260,Oevel,4.9053101,51.1377568
2270,Herenthout,4.7543972,51.1392427
2275,Gierle,4.8676797,51.26758
2280,Grobbendonk,4.73188443,51.18870335
2288,Bouwel,4.737061439,51.16210045
2290,Vorselaar,4.769482,51.2023448
2300,Turnhout,4.948461,51.3233812
2310,Rijkevorsel,4.760708,51.3495046
2320,Hoogstraten,4.744065641,51.39574085
2321,Meer,4.737254858,51.46092495
2322,Minderhout,4.807079049,51.43155825
2323,Wortel,4.808593088,51.3975366
2328,Meerle,4.8051679,51.4743516
2330,Merksplas,4.8627541,51.3580597
2340,Beerse,4.837570452,51.3134921
2350,Vosselaar,4.8878026,51.3129153
2360,Oud-Turnhout,4.9817086,51.3178319
2370,Arendonk,5.0864557,51.3202315
2380,Ravels,5.019812292,51.3808625
2381,Weelde,5.018244542,51.41206885
2382,Poppel,5.048806967,51.45063155
2387,Baarle-Hertog,4.900405171,51.41275043
2390,Malle,4.7149828,51.3001124
2400,Mol,5.1155267,51.1840421
2430,Eindhout,4.997289028,51.10171295
2431,Varendonk,4.9552253,51.0801317
2440,Geel,4.9903187,51.1610826
2450,Meerhout,5.0772388,51.1317433
2460,Kasterlee,4.967812,51.2407915
2470,Retie,5.0843883,51.2675862
2480,Dessel,5.113243,51.2395713
2490,Balen,5.193773076,51.171804
2491,Olmen,5.164821446,51.13368515
2500,Koningshooikt,4.603382811,51.0929433
2520,Broechem,4.5967162,51.1813951
2530,Boechout,4.510406865,51.1596941
2531,Vremde,4.5226229,51.1753099
2540,Hove,4.477387,51.1486117
2547,Lint,4.4922187,51.1268305
2550,Kontich,4.4456359,51.134377
2560,Bevel,4.692287577,51.1364316
2570,Duffel,4.5061988,51.0957176
2580,Beerzel,4.663080741,51.06299735
2590,Berlaar,4.664038763,51.10303735
2600,Berchem,4.431702639,51.1918493
2610,Wilrijk,4.387630961,51.1638451
2620,Hemiksem,4.3420555,51.1442105
2627,Schelle,4.3361875,51.1245635
2630,Aartselaar,4.3870241,51.133297
2640,Mortsel,4.4593335,51.1741789
2650,Edegem,4.4384284,51.1574786
2660,Hoboken,4.351150217,51.1757824
2800,Mechelen,4.4713212,51.02803335
2801,Heffen,4.412476256,51.0519355
2811,Hombeek,4.421191052,51.01166405
2812,Muizen,4.518299973,51.0083206
2820,Bonheiden,4.537821778,51.0261294
2830,Blaasveld,4.3723517,51.0565194
2840,Reet,4.405889959,51.1044854
2845,Niel,4.3303396,51.1098649
2850,Boom,4.3667216,51.0873789
2860,Sint-Katelijne-Waver,4.511427814,51.06232435
2861,Onze-Lieve-Vrouw-Waver,4.5799614,51.0624913
2870,Breendonk,4.313610863,51.0452687
2880,Bornem,4.242326005,51.0924649
2890,Lippelo,4.251921393,51.0451478
2900,Schoten,4.4980446,51.2516344
2910,Essen,4.4701309,51.4677957
2920,Kalmthout,4.4763255,51.3832723
2930,Brasschaat,4.489307,51.2930933
2940,Hoevenen,4.4046996,51.3066168
2950,Kapellen,4.431231831,51.332759
2960,Brecht,4.597238179,51.3347679
2970,'s Gravenwezel,4.5556038,51.2624856
2980,Halle,4.645556534,51.2428446
2990,Loenhout,4.6428328,51.3994474
3000,Leuven,4.692990322,50.8812533
3001,Heverlee,4.693130751,50.85172925
3010,Kessel Lo,4.730761495,50.88991545
3012,Wilsele,4.7136294,50.9095362
3018,Wijgmaal,4.7001214,50.926428
3020,Herent,4.672714,50.9079329
3040,Huldenberg,4.58285874,50.7950895
3050,Oud-Heverlee,4.6678971,50.8217682
3051,Sint-Joris-Weert,4.645828979,50.8051035
3052,Blanden,4.705679661,50.8281673
3053,Haasrode,4.728370694,50.81785645
3054,Vaalbeek,4.685271359,50.82408165
3060,Bertem,4.6322907,50.8706469
3061,Leefdaal,4.590504365,50.8419887
3070,Kortenberg,4.536470704,50.88326665
3071,Erps-Kwerps,4.575086413,50.9104969
3078,Everberg,4.554594959,50.87266065
3080,Duisburg,4.545208432,50.8110528
3090,Overijse,4.5385226,50.7729254
3110,Rotselaar,4.714320596,50.9543637
3111,Wezemaal,4.768330689,50.9482552
3118,Werchter,4.702687723,50.9707189
3120,Tremelo,4.6755134,50.9900457
3128,Baal,4.750536766,51.0075269
3130,Begijnendijk,4.782640312,51.02422075
3140,Keerbergen,4.6265551,51.0049242
3150,Haacht,4.6386824,50.9769286
3190,Boortmeerbeek,4.575800525,50.97828585
3191,Hever,4.5553278,50.9925865
3200,Aarschot,4.8245687,50.9841594
3201,Langdorp,4.885698962,51.0118664
3202,Rillaar,4.897049427,50.97591095
3210,Linden,4.775684751,50.89891075
3211,Binkom,4.890888586,50.8721422
3212,Pellenberg,4.789408665,50.87211325
3220,Holsbeek,4.755729672,50.92172015
3221,Nieuwrode,4.833804539,50.9470265
3270,Scherpenheuvel,4.954732777,50.9725745
3271,Averbode,4.977084579,51.0278406
3272,Messelbroek,4.924667682,50.98948425
3290,Deurne,5.0964572,51.0392379
3293,Kaggevinne,5.029940493,50.9776976
3294,Molenstede,5.024746529,51.0071839
3300,Bost,4.933923959,50.7846322
3320,Hoegaarden,4.881141936,50.7877912
3321,Outgaarden,4.9193571,50.7665968
3350,Drieslinter,5.053345558,50.84486375
3360,Bierbeek,4.771431808,50.8241245
3370,Boutersem,4.833617805,50.8473461
3380,Bunsbeek,4.960110793,50.8510351
3381,Kapellen,4.960877619,50.88734525
3384,Attenrode,4.916755414,50.8694607
3390,Houwaart,4.860599744,50.93414405
3391,Meensel-Kiezegem,4.917343133,50.8950541
3400,Eliksem,5.007492232,50.78710135
3401,Waasmont,5.060942049,50.72608345
3404,Attenhoven,5.100653433,50.7653693
3440,Budingen,5.087123767,50.8653457
3450,Geetbets,5.101581003,50.89519195
3454,Rummen,5.156491748,50.88594765
3460,Assent,5.013668844,50.94677135
3461,Molenbeek-Wersbeek,4.9541212,50.9212106
3470,Kortenaken,5.068392496,50.90566935
3471,Hoeleden,5.001462802,50.8668096
3472,Kersbeek-Miskom,5.006511605,50.89309326
3473,Waanrode,5.003771633,50.9129375
3500,Hasselt,5.336838397,50.930358
3501,Wimmertingen,5.35129064,50.8769276
3510,Kermt,5.250978464,50.9524495
3511,Kuringen,5.3052007,50.9439384
3512,Stevoort,5.244429194,50.91698375
3520,Zonhoven,5.3677683,50.9909835
3530,Helchteren,5.384482165,51.0743268
3540,Berbroek,5.209857666,50.94876395
3545,Halen,5.107391344,50.9384339
3550,Heusden,5.283553129,51.04153335
3560,Linkhout,5.1372552,50.9657859
3570,Alken,5.3079873,50.8754731
3580,Beringen,5.220809082,51.0502026
3581,Beverlo,5.244356551,51.08973005
3582,Koersel,5.271159655,51.06978945
3583,Paal,5.161672557,51.04746375
3590,Diepenbeek,5.4200307,50.9078485
3600,Genk,5.5001456,50.9654864
3620,Gellik,5.6091315,50.8839456
3621,Rekem,5.662609476,50.9284078
3630,Eisden,5.7128515,50.9863045
3631,Boorsem,5.7147232,50.9408858
3640,Kessenich,5.808924333,51.1492029
3650,Dilsen,5.699144386,51.0328615
3660,Opglabbeek,5.581962,51.0429949
3665,As,5.572202585,51.0005396
3668,Niel-Bij-As,5.616166004,51.0182495
3670,Ellikom,5.528946361,51.1303479
3680,Maaseik,5.791733,51.0947181
3690,Zutendaal,5.5725548,50.9318992
3700,'s Herenelderen,5.5030479,50.8064756
3717,Herstappe,5.4260923,50.7273829
3720,Kortessem,5.377000029,50.86195255
3721,Vliermaalroot,5.429857466,50.8667966
3722,Wintershoven,5.407345632,50.85566395
3723,Guigoven,5.400563228,50.84255235
3724,Vliermaal,5.425909174,50.8326029
3730,Hoeselt,5.4865309,50.8500788
3732,Schalkhoven,5.448166928,50.8422859
3740,Beverst,5.4734935,50.8921566
3742,Martenslinde,5.534048641,50.8523326
3746,Hoelbeek,5.556142701,50.883259
3770,Genoelselderen,5.5369013,50.8017668
3790,Fouron-Saint-Martin,5.842934228,50.74087835
3791,Remersdaal,5.881877603,50.72838165
3792,Fouron-Saint-Pierre,5.824242712,50.72830265
3793,Teuven,5.869530469,50.75322225
3798,Fouron-Le-Comte,5.77194619,50.7611375
3800,Aalst,5.2127604,50.7813901
3803,Duras,5.146158129,50.83411245
3806,Velm,5.132211277,50.78000075
3830,Berlingen,5.311174893,50.82338225
3831,Herten,5.332235963,50.82704785
3832,Ulbeek,5.293672501,50.84319895
3840,Bommershoven,5.382353155,50.78522885
3850,Binderveld,5.168447929,50.86548295
3870,Batsheers,5.2807989,50.7381794
3890,Boekhout,5.231432693,50.7456072
3891,Borlo,5.174378573,50.7345174
3900,Overpelt,5.422976,51.2113458
3910,Neerpelt,5.4314419,51.2289746
3920,Lommel,5.3076895,51.2305657
3930,Achel,5.479289572,51.2684314
3940,Hechtel,5.341564378,51.11664635
3941,Eksel,5.344043927,51.1567865
3945,Ham,5.178110974,51.11417145
3950,Bocholt,5.599558195,51.1924818
3960,Beek,5.637817805,51.16613895
3970,Leopoldsburg,5.263892429,51.1220584
3971,Heppen,5.226535596,51.11582725
3980,Tessenderlo,5.0893974,51.0681628
3990,Grote-Brogel,5.508709838,51.1420032
4000,Glain,5.541864,50.648205
4020,Bressoux,5.6111443,50.6412964
4030,Grivegnee,5.599573,50.621845
4031,Angleur,5.5954054,50.6128164
4032,Chênee,5.619261,50.6111024
4040,Herstal,5.6403906,50.6701887
4041,Milmort,5.5929155,50.6904632
4042,Liers,5.563754,50.6933806
4050,Chaudfontaine,5.6469688,50.5847922
4051,Vaux-Sous-Chèvremont,5.6335963,50.6018717
4052,Beaufays,5.6387759,50.5589633
4053,Embourg,5.619201,50.5893639
4100,Boncelles,5.5355698,50.5742979
4101,Jemeppe-Sur-Meuse,5.5049541,50.6168289
4102,Ougrée,5.5389943,50.5992632
4120,Ehein,5.4444346,50.5445135
4121,Neuville-En-Condroz,5.4514318,50.5520337
4122,Plainevaux,5.5215011,50.5446771
4130,Esneux,5.575772744,50.5337249
4140,Dolembreux,5.628000939,50.53758625
4141,Louveigné,5.7172478,50.5248417
4160,Anthisnes,5.5225261,50.481662
4161,Villers-Aux-Tours,5.5122974,50.4969412
4162,Hody,5.5009881,50.4869156
4163,Tavier,5.4707571,50.4960227
4170,Comblain-Au-Pont,5.576470727,50.47491074
4171,Poulseur,5.5827847,50.5097627
4180,Comblain-Fairon,5.5428656,50.4454473
4181,Filot,5.5680501,50.426751
4190,Ferrières,5.605138,50.3999541
4210,Burdinne,5.072436,50.5812607
4217,Héron,5.0971783,50.5508203
4218,Couthuin,5.1318708,50.5331675
4219,Acosse,5.0485902,50.5945676
4250,Boëlhe,5.1679183,50.6841901
4252,Omal,5.1969427,50.6554534
4253,Darion,5.187047,50.6649171
4254,Ligney,5.182381,50.66174
4257,Berloz,5.2146261,50.6977331
4260,Avennes,5.1159746,50.6287517
4261,Latinne,5.1632447,50.6242037
4263,Tourinne,5.1765528,50.639549
4280,Abolens,5.1498313,50.6720609
4287,Lincent,5.0318166,50.711613
4300,Bettincourt,5.235361,50.7099793
4317,Aineffe,5.256235,50.6229561
4340,Awans,5.4620018,50.6669712
4342,Hognoul,5.4556394,50.6808099
4347,Fexhe-Le-Haut-Clocher,5.3985197,50.6660818
4350,Lamine,5.333978,50.689076
4351,Hodeige,5.3426579,50.6960127
4357,Donceel,5.3199408,50.6478971
4360,Bergilers,5.3277139,50.7145424
4367,Crisnée,5.397318,50.715885
4400,Awirs,5.409295,50.5985223
4420,Montegnée,5.5190161,50.64257
4430,Ans,5.5190612,50.6624326
4431,Loncin,5.502732,50.665153
4432,Alleur,5.5129926,50.6742549
4450,Juprelle,5.5290689,50.7106926
4451,Voroux-Lez-Liers,5.552484,50.687631
4452,Paifve,5.5241784,50.7280141
4453,Villers-Saint-Siméon,5.5434045,50.7097826
4458,Fexhe-Slins,5.5714611,50.7219179
4460,Bierset,5.4512607,50.6547149
4470,Saint-Georges-Sur-Meuse,5.3579041,50.6000686
4480,Clermont-Sous-Huy,5.3922,50.569046
4500,Ben-Ahin,5.1773498,50.5033196
4520,Antheit,5.2358517,50.5512026
4530,Fize-Fontaine,5.2835083,50.5849842
4537,Bodegnée,5.3041269,50.5857931
4540,Amay,5.3240992,50.5497761
4550,Nandrin,5.4190411,50.506355
4557,Abée,5.3564571,50.4735257
4560,Bois-Et-Borsu,5.3302671,50.3946271
4570,Marchin,5.2263372,50.4802051
4577,Modave,5.3017936,50.4416137
4590,Ellemelle,5.442913,50.4664238
4600,Lanaye,5.6944381,50.7806558
4601,Argenteau,5.686015,50.6957645
4602,Cheratte,5.670164,50.682809
4606,Saint-André,5.7536486,50.6953487
4607,Berneau,5.731253,50.7423427
4608,Neufchâteau,5.7764464,50.7195828
4610,Bellaire,5.6654685,50.6447087
4620,Fléron,5.6832219,50.6168354
4621,Retinne,5.6978166,50.6302993
4623,Magnée,5.6811009,50.6028765
4624,Romsée,5.6655488,50.6068155
4630,Ayeneux,5.7147473,50.6087645
4631,Evegnée,5.7060994,50.6418082
4632,Cérexhe-Heuseux,5.7262388,50.6508837
4633,Melen,5.7370469,50.6460841
4650,Chaineux,5.8342711,50.6319367
4651,Battice,5.8194813,50.6482697
4652,Xhendelesse,5.7726472,50.6037018
4653,Bolland,5.7594413,50.6614055
4654,Charneux,5.8048204,50.669117
4670,Blégny,5.7252372,50.6727185
4671,Barchon,5.6969122,50.6682189
4672,Saint-Remy,5.700802,50.6958409
4680,Hermée,5.6186068,50.7087526
4681,Hermalle-Sous-Argenteau,5.6808711,50.710544
4682,Heure-Le-Romain,5.6295554,50.7316969
4683,Vivegnis,5.6527071,50.697932
4684,Haccourt,5.6667674,50.7339784
4690,Bassenge,5.6094772,50.7583596
4700,Eupen,6.031452,50.6306134
4701,Kettenis,6.0458005,50.6461317
4710,Lontzen,6.0073447,50.6804233
4711,Walhorn,6.0469422,50.6750768
4720,La Calamine,6.013341,50.7154957
4721,Neu-Moresnet,6.0240702,50.7199902
4728,Hergenrath,6.0316891,50.7091279
4730,Hauset,6.0708402,50.7080172
4731,Eynatten,6.081697,50.6935863
4750,Butgenbach,6.2053573,50.4267259
4760,Bullange,6.257827,50.4075533
4761,Rocherath,6.3009381,50.4344078
4770,Amblève,6.1705559,50.3543055
4771,Heppenbach,6.218691,50.3631661
4780,Recht,6.0431296,50.3349273
4782,Schoenberg,6.2642498,50.2888095
4783,Lommersweiler,6.1651484,50.2389236
4784,Crombach,6.0680547,50.2591318
4790,Burg-Reuland,6.121679358,50.17478087
4791,Thommen,6.0743425,50.2190586
4800,Ensival,5.843182,50.582172
4801,Stembert,5.8952801,50.593109
4802,Heusy,5.867539,50.57804
4820,Dison,5.854735,50.611374
4821,Andrimont,5.8901888,50.4386821
4830,Limbourg,5.9402987,50.6122761
4831,Bilstain,5.9212234,50.623535
4834,Goé,5.9562188,50.6086202
4837,Baelen,5.9715011,50.6311898
4840,Welkenraedt,5.9723396,50.6627086
4841,Henri-Chapelle,5.9318018,50.6768234
4845,Jalhay,5.9647526,50.5592528
4850,Montzen,5.9620321,50.7075126
4851,Gemmenich,5.9967631,50.7463908
4852,Hombourg,5.9207511,50.723243
4860,Cornesse,5.7910525,50.5747936
4861,Soiron,5.7906072,50.5921673
4870,Forêt,5.7002354,50.583997
4877,Olne,5.7479948,50.5901199
4880,Aubel,5.8585553,50.7041498
4890,Clermont,5.883668,50.6589677
4900,Spa,5.8626233,50.4920838
4910,La Reid,5.7905664,50.4894593
4920,Aywaille,5.6742167,50.4734827
4950,Faymonville,6.1407071,50.4054037
4960,Bevercé,6.0391879,50.4415348
4970,Francorchamps,5.952833,50.4531568
4980,Fosse,5.8378154,50.3388474
4983,Basse-Bodeux,5.826789,50.3579736
4987,Chevron,5.7299282,50.3819564
4990,Arbrefontaine,5.8353999,50.3012606
5000,Beez,4.9219558,50.4687313
5001,Belgrade,4.822295852,50.46923485
5002,Saint-Servais,4.835126618,50.48141855
5003,Saint-Marc,4.846958713,50.4948666
5004,Bouge,4.891664451,50.47887385
5020,Champion,4.903511212,50.49862565
5021,Boninne,4.929190352,50.49239555
5022,Cognelée,4.912729384,50.5171876
5024,Gelbressée,4.957828727,50.5113799
5030,Beuzet,4.7481633,50.5329777
5031,Grand-Leez,4.760959338,50.57820735
5032,Bossière,4.691994607,50.52340745
5060,Arsimont,4.6388177,50.4273479
5070,Aisemont,4.6513189,50.4048557
5080,Emines,4.827956079,50.5157255
5081,Bovesse,4.778702219,50.51440005
5100,Dave,4.904300428,50.4110871
5101,Erpent,4.909451533,50.4474046
5140,Boignée,4.6119938,50.5018413
5150,Floreffe,4.758878,50.4348064
5170,Arbre,4.820627,50.365529
5190,Balâtre,4.6382422,50.4983123
5300,Andenne,5.1043923,50.4900943
5310,Aische-En-Refail,4.8359955,50.5988682
5330,Assesse,5.0233625,50.3704203
5332,Crupet,4.9581149,50.3468626
5333,Sorinne-La-Longue,5.0294375,50.3896858
5334,Florée,5.0704373,50.3730757
5336,Courrière,4.9845433,50.378301
5340,Faulx-Les-Tombes,5.0191438,50.4272928
5350,Evelette,5.171436,50.4135772
5351,Haillot,5.1491871,50.4405961
5353,Goesnes,5.2217845,50.440101
5352,Ohey,5.1333,50.4333
5354,Jallet,5.1821601,50.4432621
5360,Hamois,5.1594475,50.3408694
5361,Mohiville,5.1923275,50.3176664
5362,Achet,5.1751963,50.3334777
5363,Emptinne,5.1212547,50.3253905
5364,Schaltin,5.1237159,50.3579006
5370,Barvaux-Condroz,5.2607234,50.3291239
5372,Méan,5.333856,50.3619241
5374,Maffe,5.3125869,50.3533462
5376,Miécret,5.24941,50.365689
5377,Baillonville,5.338213,50.288759
5380,Bierwart,5.0360917,50.5580545
5500,Anseremme,4.907923,50.23791
5501,Lisogne,4.9715412,50.2814293
5502,Thynes,4.9882689,50.2798224
5503,Sorinnes,4.982409,50.260159
5504,Foy-Notre-Dame,4.9897127,50.2471757
5520,Anthée,4.7604034,50.2395304
5521,Serville,4.7806526,50.2500754
5522,Falaen,4.793357,50.2782156
5523,Sommière,4.8454743,50.274944
5524,Gerin,4.8158102,50.2452911
5530,Dorinne,4.97325,50.3173377
5537,Anhée,4.8796936,50.310778
5540,Hastière,4.822554187,50.1973562
5541,Hastière-Par-Delà,4.8294854,50.2150767
5542,Blaimont,4.8352693,50.192216
5543,Heer,4.831747,50.161698
5544,Agimont,4.7942801,50.16421
5550,Alle,4.9726784,49.8421207
5555,Baillamont,5.0267634,49.8994469
5560,Ciergnon,5.0899109,50.1666464
5561,Celles,5.0058339,50.2312617
5562,Custinne,5.0484175,50.2117661
5563,Hour,5.0372408,50.1613066
5564,Wanlin,5.061512,50.1593381
5570,Baronville,4.9468551,50.1262206
5571,Wiesme,4.9767431,50.1487792
5572,Focant,5.0408552,50.1314538
5573,Martouzin-Neuville,5.003949,50.1176141
5574,Pondrôme,5.008842,50.099609
5575,Bourseigne-Neuve,4.855026,50.0250695
5576,Froidfontaine,5.000634,50.0604028
5580,Ave-Et-Auffe,5.153085776,50.11195305
5590,Achêne,5.0458772,50.2668644
5600,Fagnolle,4.5703749,50.1050216
5620,Corenne,4.6792792,50.2519501
5621,Hanzinelle,4.5607099,50.2949873
5630,Cerfontaine,4.4125932,50.1687764
5640,Biesme,4.6073303,50.3346461
5641,Furnaux,4.7055271,50.3080016
5644,Ermeton-Sur-Biert,4.7197934,50.2975439
5646,Stave,4.6590441,50.2828212
5650,Castillon,4.3528279,50.2472813
5651,Berzée,4.4012206,50.2892396
5660,Aublain,4.4090395,50.0672297
5670,Dourbes,4.59145,50.091356
5680,Doische,4.7458219,50.1357152
6000,Charleroi,4.449165,50.41571025
6001,Marcinelle,4.4442531,50.3977245
6010,Couillet,4.468631,50.391219
6020,Dampremy,4.4322464,50.4186181
6030,Goutroux,4.361194615,50.41684425
6031,Monceau-Sur-Sambre,4.382402,50.4170168
6032,Mont-Sur-Marchienne,4.4046365,50.3902046
6040,Jumet,4.436023275,50.44466065
6041,Gosselies,4.4301757,50.4653846
6042,Lodelinsart,4.4489421,50.431853
6043,Ransart,4.481573078,50.45615655
6044,Roux,4.390775827,50.4415002
6060,Gilly,4.485649013,50.4269705
6061,Montignies-Sur-Sambre,4.472923486,50.4109216
6110,Montigny-Le-Tilleul,4.360231481,50.36907205
6111,Landelies,4.3496404,50.377822
6120,Cour-Sur-Heure,4.3868963,50.2974701
6140,Fontaine-L'evêque,4.323963793,50.41122466
6141,Forchies-La-Marche,4.3198191,50.4383794
6142,Leernes,4.3307851,50.3974398
6150,Anderlues,4.2696102,50.4079969
6180,Courcelles,4.3763406,50.4601576
6181,Gouy-Lez-Piéton,4.3287132,50.4875628
6182,Souvret,4.350827,50.450999
6183,Trazegnies,4.3317415,50.4665295
6200,Bouffioulx,4.5151961,50.390213
6210,Frasnes-Lez-Gosselies,4.4501525,50.5376477
6211,Mellet,4.4782006,50.50462075
6220,Fleurus,4.544654533,50.47194905
6221,Saint-Amand,4.531923804,50.5111679
6222,Brye,4.561356496,50.53007005
6223,Wagnelée,4.52731102,50.52262195
